1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)promoterPos	10)terminatorIds	11)sigmaFactor	12)tfsIds	13)tfsNames	14)tuGenesBnumber	15)firstGenePos	16)lastGenePos	17)terminatorPositions	18)DBXRef 
RDBECOLITUC03448	rpoH	RDBECOLIOPC02770	rpoH	RDBECOLIGNC00887	rpoH	RDBECOLIPMC03778	rpoHp3	3600870	RDBECOLITMC00344	sigma24	RDBECOLITFC00114,RDBECOLITFC00017,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00114	CytR,DnaA,CRP,CRP,CytR	b3461	3600783	3599929	3599887-3599907	Ecocyc:TU00427 
RDBECOLITUC03449	lrhA	RDBECOLIOPC01568	lrhA	RDBECOLIGNC02021	lrhA	RDBECOLIPMC03782	lrhAp	2406656			RDBECOLITFC00190	LrhA	b2289	2406641	2405703		Ecocyc:TU00428 
RDBECOLITUC03450	lysU	RDBECOLIOPC03482	lysU	RDBECOLIGNC00545	lysU	RDBECOLIPMC03786	lysUp2	4354797					b4129	4354717	4353200		Ecocyc:TU00429 
RDBECOLITUC03451	trmA	RDBECOLIOPC02254	trmA	RDBECOLIGNC01010	trmA	RDBECOLIPMC03702	trmAp	4163295	RDBECOLITMC00041	sigma32	RDBECOLITFC00053	Fis	b3965	4163270	4162170	4162137-4162164	Ecocyc:TU00430 
RDBECOLITUC03452	uspA	RDBECOLIOPC03184	uspA	RDBECOLIGNC01356	uspA	RDBECOLIPMC03663	uspAp1	3639983	RDBECOLITMC00338	sigma70	RDBECOLITFC00126,RDBECOLITFC00126,RDBECOLITFC00211	FadR,FadR,IHF	b3495	3640111	3640545	3640570-3640591	Ecocyc:TU00431 
RDBECOLITUC03453	uspA	RDBECOLIOPC03184	uspA	RDBECOLIGNC01356	uspA	RDBECOLIPMC03787	uspAp2	3639998	RDBECOLITMC00338				b3495	3640111	3640545	3640570-3640591	Ecocyc:TU00432 
RDBECOLITUC03454	uspA	RDBECOLIOPC03184	uspA	RDBECOLIGNC01356	uspA	RDBECOLIPMC03788	uspAp3	3640000	RDBECOLITMC00338				b3495	3640111	3640545	3640570-3640591	Ecocyc:TU00433 
RDBECOLITUC03455	rpsU-dnaG-rpoD	RDBECOLIOPC03086	rpsU-dnaG-rpoD	RDBECOLIGNC00910,RDBECOLIGNC00233,RDBECOLIGNC00886	rpsU;dnaG;rpoD	RDBECOLIPMC03647	rpsUp2	3210712	RDBECOLITMC00356	sigma70	RDBECOLITFC00039	DksA	b3065;b3066;b3067	3210781	3214888	3214943-3214962	Ecocyc:TU00434 
RDBECOLITUC03456	rpsU-dnaG-rpoD	RDBECOLIOPC03086	rpsU-dnaG-rpoD	RDBECOLIGNC00910,RDBECOLIGNC00233,RDBECOLIGNC00886	rpsU;dnaG;rpoD	RDBECOLIPMC03789	rpsUp3	3210735	RDBECOLITMC00356	sigma70	RDBECOLITFC00214	LexA	b3065;b3066;b3067	3210781	3214888	3214943-3214962	Ecocyc:TU00435 
RDBECOLITUC03457	rpoD	RDBECOLIOPC03086	rpsU-dnaG-rpoD	RDBECOLIGNC00886	rpoD	RDBECOLIPMC03648	rpoDp1	3212473	RDBECOLITMC00356	sigma70			b3067	3213047	3214888	3214943-3214962	Ecocyc:TU00436 
RDBECOLITUC03458	rpoD	RDBECOLIOPC03086	rpsU-dnaG-rpoD	RDBECOLIGNC00886	rpoD	RDBECOLIPMC03649	rpoDp2	3212637	RDBECOLITMC00356	sigma70			b3067	3213047	3214888	3214943-3214962	Ecocyc:TU00437 
RDBECOLITUC03459	rpoD	RDBECOLIOPC03086	rpsU-dnaG-rpoD	RDBECOLIGNC00886	rpoD	RDBECOLIPMC03650	rpoDp3	3212688	RDBECOLITMC00356	sigma32			b3067	3213047	3214888	3214943-3214962	Ecocyc:TU00438 
RDBECOLITUC03460	upp-uraA	RDBECOLIOPC01181	upp-uraA	RDBECOLIGNC02026,RDBECOLIGNC01302	uraA;upp	RDBECOLIPMC03794	uppp	2620909		sigma70	RDBECOLITFC00128	FNR	b2497;b2498	2620872	2618871		Ecocyc:TU00439 
RDBECOLITUC03461	nlpD-rpoS	RDBECOLIOPC03347	nlpD-rpoS	RDBECOLIGNC00502,RDBECOLIGNC02010	rpoS;nlpD	RDBECOLIPMC03793	nlpDp2	2868782		sigma70			b2741;b2742	2868753	2866559		Ecocyc:TU00440 
RDBECOLITUC03462	rpoS	RDBECOLIOPC03347	nlpD-rpoS	RDBECOLIGNC00502	rpoS	RDBECOLIPMC03795	rpoSp	2868118		sigma70	RDBECOLITFC00016,RDBECOLITFC00187,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00098,RDBECOLITFC00098,RDBECOLITFC00093	MqsA,GadX,CRP,CRP,ArcA,ArcA,Fur	b2741	2867551	2866559		Ecocyc:TU00442 
RDBECOLITUC03463	epd-pgk	RDBECOLIOPC03598	epd-pgk-fbaA	RDBECOLIGNC00694,RDBECOLIGNC00361	pgk;epd	RDBECOLIPMC03796	epdp	3073823	RDBECOLITMC00298	sigma70	RDBECOLITFC00189,RDBECOLITFC00057	CRP,Cra	b2926;b2927	3073691	3071459	3071431-3071450	Ecocyc:TU00443 
RDBECOLITUC03464	cvpA-purF-ubiX	RDBECOLIOPC02416	cvpA-purF-ubiX	RDBECOLIGNC01032,RDBECOLIGNC00784,RDBECOLIGNC00165	ubiX;purF;cvpA	RDBECOLIPMC03620	cvpAp2	2430770	RDBECOLITMC00337				b2311;b2312;b2313	2430763	2428057	2428030-2428048	Ecocyc:TU00444 
RDBECOLITUC03465	clpA	RDBECOLIOPC03582	clpA	RDBECOLIGNC00152	clpA	RDBECOLIPMC03799	clpAp1	923080		sigma70			b0882	923264	925540		Ecocyc:TU00445 
RDBECOLITUC03466	clpA	RDBECOLIOPC03582	clpA	RDBECOLIGNC00152	clpA	RDBECOLIPMC03800	clpAp2	923092					b0882	923264	925540		Ecocyc:TU00446 
RDBECOLITUC03467	clpA	RDBECOLIOPC03582	clpA	RDBECOLIGNC00152	clpA	RDBECOLIPMC03801	clpAp3	923210					b0882	923264	925540		Ecocyc:TU00447 
RDBECOLITUC03468	nuoABCEFGHIJKLMN	RDBECOLIOPC03562	nuoABCEFGHIJKLMN	RDBECOLIGNC01994,RDBECOLIGNC01705,RDBECOLIGNC01993,RDBECOLIGNC01992,RDBECOLIGNC01991,RDBECOLIGNC01990,RDBECOLIGNC01989,RDBECOLIGNC01988,RDBECOLIGNC01706,RDBECOLIGNC01987,RDBECOLIGNC01986,RDBECOLIGNC01985,RDBECOLIGNC01984	nuoN;nuoM;nuoL;nuoK;nuoJ;nuoI;nuoH;nuoG;nuoF;nuoE;nuoC;nuoB;nuoA	RDBECOLIPMC03798	nuoAp1	2405335	RDBECOLITMC00336		RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053	Fis,Fis,Fis	b2276;b2277;b2278;b2279;b2280;b2281;b2282;b2283;b2284;b2285;b2286;b2287;b2288	2405072	2390048	2390005-2390023	Ecocyc:TU00448 
RDBECOLITUC03469	tsx	RDBECOLIOPC01845	tsx	RDBECOLIGNC01023	tsx	RDBECOLIPMC03564	tsxp1	432245	RDBECOLITMC00335	sigma70	RDBECOLITFC00147	DeoR	b0411	432013	431129	431096-431122	Ecocyc:TU00449 
RDBECOLITUC03470	tsx	RDBECOLIOPC01845	tsx	RDBECOLIGNC01023	tsx	RDBECOLIPMC03563	tsxp2	432091	RDBECOLITMC00335	sigma70	RDBECOLITFC00114,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00114,RDBECOLITFC00114,RDBECOLITFC00189,RDBECOLITFC00189	CytR,CRP,CRP,CytR,CytR,CRP,CRP	b0411	432013	431129	431096-431122	Ecocyc:TU00450 
RDBECOLITUC03471	yecM-cutC	RDBECOLIOPC00864	yecM-cutC	RDBECOLIGNC03875,RDBECOLIGNC03874	yecM;cutC				RDBECOLITMC00332				b1875;b1874	1959846	1958520	1958447-1958473	Ecocyc:TU00451 
RDBECOLITUC03472	endA	RDBECOLIOPC03147	endA	RDBECOLIGNC01306	endA	RDBECOLIPMC03805	endAp1	3090327	RDBECOLITMC00330,RDBECOLITMC00331				b2945	3090347	3091054	3091103-3091123;3091089-3091112	Ecocyc:TU00452 
RDBECOLITUC03473	endA	RDBECOLIOPC03147	endA	RDBECOLIGNC01306	endA	RDBECOLIPMC03806	endAp2	3090275	RDBECOLITMC00330,RDBECOLITMC00331				b2945	3090347	3091054	3091103-3091123;3091089-3091112	Ecocyc:TU00453 
RDBECOLITUC03474	sdaCB	RDBECOLIOPC00573	sdaCB	RDBECOLIGNC02038,RDBECOLIGNC01569	sdaC;sdaB								b2796;b2797	2928229	2930943		Ecocyc:TU00454 
RDBECOLITUC03475	corA	RDBECOLIOPC02293	corA	RDBECOLIGNC01424	corA	RDBECOLIPMC03807	corAp	4001194		sigma70			b3816	4001426	4002376		Ecocyc:TU00455 
RDBECOLITUC03476	soxR	RDBECOLIOPC01165	soxR	RDBECOLIGNC00945	soxR	RDBECOLIPMC03811	soxRp	4277447	RDBECOLITMC00328	sigma70	RDBECOLITFC00128,RDBECOLITFC00093,RDBECOLITFC00065,RDBECOLITFC00071	FNR,Fur,AcrR,SoxR	b4063	4277469	4277933	4277927-4277957	Ecocyc:TU00456 
RDBECOLITUC03477	livKHMGF	RDBECOLIOPC00304	livKHMGF	RDBECOLIGNC00528,RDBECOLIGNC00529,RDBECOLIGNC00533,RDBECOLIGNC00530,RDBECOLIGNC00532	livF;livG;livM;livH;livK	RDBECOLIPMC03817	livKp2	3597730					b3454;b3455;b3456;b3457;b3458	3597560	3592724		Ecocyc:TU00457 
RDBECOLITUC03478	emrRAB	RDBECOLIOPC01892	emrRAB	RDBECOLIGNC00595,RDBECOLIGNC01322,RDBECOLIGNC01402	mprA;emrA;emrB	RDBECOLIPMC03818	mprAp	2810747		sigma70	RDBECOLITFC00030	MprA	b2684;b2685;b2686	2810770	2814154		Ecocyc:TU00459 
RDBECOLITUC03479	fecIR	RDBECOLIOPC00912	fecIR	RDBECOLIGNC00286,RDBECOLIGNC00285	fecR;fecI	RDBECOLIPMC03470	fecIp	4518282		sigma70	RDBECOLITFC00136,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093	SlyA,Fur,Fur,Fur,Fur	b4292;b4293	4518235	4516764		Ecocyc:TU00460 
RDBECOLITUC03480	appA	RDBECOLIOPC03085	appCBA-yccB	RDBECOLIGNC00045	appA	RDBECOLIPMC03821	appAp	1040599					b0980	1040617	1041915		Ecocyc:TU00461 
RDBECOLITUC03481	ppiA	RDBECOLIOPC03237	ppiA	RDBECOLIGNC00747	ppiA	RDBECOLIPMC03822	ppiAp1	3492335		sigma70	RDBECOLITFC00170	CpxR	b3363	3492297	3491725		Ecocyc:TU00463 
RDBECOLITUC03482	ppiA	RDBECOLIOPC03237	ppiA	RDBECOLIGNC00747	ppiA	RDBECOLIPMC03823	ppiAp2	3492395		sigma70	RDBECOLITFC00114,RDBECOLITFC00189,RDBECOLITFC00114,RDBECOLITFC00189,RDBECOLITFC00189	CytR,CRP,CytR,CRP,CRP	b3363	3492297	3491725		Ecocyc:TU00464 
RDBECOLITUC03483	ppiA	RDBECOLIOPC03237	ppiA	RDBECOLIGNC00747	ppiA	RDBECOLIPMC03824	ppiAp3	3492430		sigma70	RDBECOLITFC00114,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00114,RDBECOLITFC00189	CytR,CRP,CRP,CytR,CRP	b3363	3492297	3491725		Ecocyc:TU00465 
RDBECOLITUC03484	ppiA	RDBECOLIOPC03237	ppiA	RDBECOLIGNC00747	ppiA	RDBECOLIPMC03825	ppiAp4	3492449		sigma70	RDBECOLITFC00114,RDBECOLITFC00189,RDBECOLITFC00114	CytR,CRP,CytR	b3363	3492297	3491725		Ecocyc:TU00466 
RDBECOLITUC03485	cadBA	RDBECOLIOPC00429	cadBA	RDBECOLIGNC00127,RDBECOLIGNC00128	cadA;cadB	RDBECOLIPMC03826	cadBp	4360106		sigma70	RDBECOLITFC00014,RDBECOLITFC00040,RDBECOLITFC00204,RDBECOLITFC00123,RDBECOLITFC00187,RDBECOLITFC00204,RDBECOLITFC00020,RDBECOLITFC00020,RDBECOLITFC00020,RDBECOLITFC00020,RDBECOLITFC00098,RDBECOLITFC00020	Lrp,OmpR,CadC,GadRcs,GadX,CadC,H-NS,H-NS,H-NS,H-NS,ArcA,H-NS	b4131;b4132	4360031	4356470		Ecocyc:TU00467 
RDBECOLITUC03486	dcuB-fumB	RDBECOLIOPC02725	dcuB-fumB	RDBECOLIGNC00350,RDBECOLIGNC00005	fumB;dcuB	RDBECOLIPMC03829	dcuBp1	4348764	RDBECOLITMC00349	sigma70	RDBECOLITFC00189,RDBECOLITFC00128,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009	CRP,FNR,NarL,NarL,NarL,NarL,NarL,NarL	b4122;b4123	4348744	4345680	4345631-4345650	Ecocyc:TU00468 
RDBECOLITUC03487	glgCAP	RDBECOLIOPC03304	glgBXCAP	RDBECOLIGNC00373,RDBECOLIGNC00370,RDBECOLIGNC00372	glgP;glgA;glgC	RDBECOLIPMC03827	glgCp2	3569455	RDBECOLITMC00212				b3428;b3429;b3430	3569328	3564134	3564082-3564136	Ecocyc:TU00469 
RDBECOLITUC03488	glgCAP	RDBECOLIOPC03304	glgBXCAP	RDBECOLIGNC00373,RDBECOLIGNC00370,RDBECOLIGNC00372	glgP;glgA;glgC	RDBECOLIPMC03828	glgCp3	3569571	RDBECOLITMC00212	sigma38			b3428;b3429;b3430	3569328	3564134	3564082-3564136	Ecocyc:TU00470 
RDBECOLITUC03489	fliAZY	RDBECOLIOPC02656	fliAZY	RDBECOLIGNC03888,RDBECOLIGNC01324,RDBECOLIGNC01323	tcyJ;fliZ;fliA	RDBECOLIPMC03830	fliAp2	2001808	RDBECOLITMC00325	sigma28	RDBECOLITFC00038,RDBECOLITFC00038	NsrR,NsrR	b1920;b1921;b1922	2001789	1999585	1999541-1999571	Ecocyc:TU00471 
RDBECOLITUC03490	rpsU	RDBECOLIOPC03086	rpsU-dnaG-rpoD	RDBECOLIGNC00910	rpsU	RDBECOLIPMC03646	rpsUp1	3210646	RDBECOLITMC00326	sigma70			b3065	3210781	3210996	3211042-3211072	Ecocyc:TU00472 
RDBECOLITUC03491	glnB	RDBECOLIOPC03583	glrR-glnB	RDBECOLIGNC00377	glnB	RDBECOLIPMC03831	glnBp1	2687441		sigma70	RDBECOLITFC00121	PurR	b2553	2687408	2687070		Ecocyc:TU00473 
RDBECOLITUC03492	glnB	RDBECOLIOPC03583	glrR-glnB	RDBECOLIGNC00377	glnB	RDBECOLIPMC03832	glnBp3	2687526					b2553	2687408	2687070		Ecocyc:TU00474 
RDBECOLITUC03493	cvpA-purF-ubiX	RDBECOLIOPC02416	cvpA-purF-ubiX	RDBECOLIGNC01032,RDBECOLIGNC00784,RDBECOLIGNC00165	ubiX;purF;cvpA	RDBECOLIPMC03833	cvpAp1	2430800	RDBECOLITMC00337	sigma70	RDBECOLITFC00121	PurR	b2311;b2312;b2313	2430763	2428057	2428030-2428048	Ecocyc:TU00475 
RDBECOLITUC03494	ompC	RDBECOLIOPC03118	ompC	RDBECOLIGNC00662	ompC	RDBECOLIPMC03835	ompCp2	2312864	RDBECOLITMC00018		RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014	Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp	b2215	2312749	2311646	2311610-2311624	Ecocyc:TU00476 
RDBECOLITUC03495	ompC	RDBECOLIOPC03118	ompC	RDBECOLIGNC00662	ompC	RDBECOLIPMC03834	ompCp3	2312887	RDBECOLITMC00018		RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00211	Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,Lrp,IHF	b2215	2312749	2311646	2311610-2311624	Ecocyc:TU00477 
RDBECOLITUC03496	yhfA	RDBECOLIOPC00029	yhfA	RDBECOLIGNC01163	yhfA	RDBECOLIPMC03836	yhfAp	3485951		sigma70	RDBECOLITFC00189,RDBECOLITFC00189	CRP,CRP	b3356	3485818	3485414		Ecocyc:TU00478 
RDBECOLITUC03497	ptsHI-crr	RDBECOLIOPC03268	ptsHI-crr	RDBECOLIGNC00778,RDBECOLIGNC00779,RDBECOLIGNC00161	ptsH;ptsI;crr	RDBECOLIPMC03624	ptsHp4	2533501	RDBECOLITMC00265	sigma70	RDBECOLITFC00027,RDBECOLITFC00189,RDBECOLITFC00219	NagC,CRP,Mlc	b2415;b2416;b2417	2533764	2536343	2536363-2536380	Ecocyc:TU00479 
RDBECOLITUC03498	ptsHI-crr	RDBECOLIOPC03268	ptsHI-crr	RDBECOLIGNC00778,RDBECOLIGNC00779,RDBECOLIGNC00161	ptsH;ptsI;crr	RDBECOLIPMC03837	ptsHp5	2533498	RDBECOLITMC00265	sigma32	RDBECOLITFC00027,RDBECOLITFC00189	NagC,CRP	b2415;b2416;b2417	2533764	2536343	2536363-2536380	Ecocyc:TU00480 
RDBECOLITUC03499	ptsHI-crr	RDBECOLIOPC03268	ptsHI-crr	RDBECOLIGNC00778,RDBECOLIGNC00779,RDBECOLIGNC00161	ptsH;ptsI;crr	RDBECOLIPMC03838	ptsHp3	2533507	RDBECOLITMC00265		RDBECOLITFC00027	NagC	b2415;b2416;b2417	2533764	2536343	2536363-2536380	Ecocyc:TU00481 
RDBECOLITUC03500	ptsHI-crr	RDBECOLIOPC03268	ptsHI-crr	RDBECOLIGNC00778,RDBECOLIGNC00779,RDBECOLIGNC00161	ptsH;ptsI;crr	RDBECOLIPMC03625	ptsHp2	2533601	RDBECOLITMC00265	sigma70	RDBECOLITFC00057,RDBECOLITFC00189	Cra,CRP	b2415;b2416;b2417	2533764	2536343	2536363-2536380	Ecocyc:TU00482 
RDBECOLITUC03501	ptsHI-crr	RDBECOLIOPC03268	ptsHI-crr	RDBECOLIGNC00778,RDBECOLIGNC00779,RDBECOLIGNC00161	ptsH;ptsI;crr	RDBECOLIPMC03839	ptsHp1	2533608	RDBECOLITMC00265		RDBECOLITFC00189,RDBECOLITFC00057	CRP,Cra	b2415;b2416;b2417	2533764	2536343	2536363-2536380	Ecocyc:TU00483 
RDBECOLITUC03502	pyrLBI	RDBECOLIOPC02726	pyrLBI	RDBECOLIGNC01251,RDBECOLIGNC00801,RDBECOLIGNC00795	pyrL;pyrI;pyrB	RDBECOLIPMC03711	pyrLp2	4472553	RDBECOLITMC00061				b4246;b4244;b4245	4472533	4470986	4472426-4472445	Ecocyc:TU00484 
RDBECOLITUC03503	pyrLBI	RDBECOLIOPC02726	pyrLBI	RDBECOLIGNC01251,RDBECOLIGNC00801,RDBECOLIGNC00795	pyrL;pyrI;pyrB	RDBECOLIPMC03712	pyrLp1	4472745	RDBECOLITMC00061				b4246;b4244;b4245	4472533	4470986	4472426-4472445	Ecocyc:TU00485 
RDBECOLITUC03504	rcsA	RDBECOLIOPC00061	rcsA	RDBECOLIGNC00810	rcsA	RDBECOLIPMC03840	rcsAp	2023836		sigma70	RDBECOLITFC00117,RDBECOLITFC00077,RDBECOLITFC00117,RDBECOLITFC00020	RcsAB,GadE,RcsAB,H-NS	b1951	2023968	2024591		Ecocyc:TU00486 
RDBECOLITUC03505	rpoN-hpf-ptsN-yhbJ-npr	RDBECOLIOPC03605	lptAB-rpoN-hpf-ptsN-rapZ-npr	RDBECOLIGNC00888,RDBECOLIGNC01622,RDBECOLIGNC01623,RDBECOLIGNC02041,RDBECOLIGNC02042	rpoN;hpf;ptsN;rapZ;npr	RDBECOLIPMC03843	rpoNp	3344662	RDBECOLITMC00280	sigma70			b3202;b3203;b3204;b3205;b3206	3344717	3348238	3348261-3348289	Ecocyc:TU00487 
RDBECOLITUC03506	glmUS	RDBECOLIOPC02000	glmUS	RDBECOLIGNC00375,RDBECOLIGNC01178	glmS;glmU	RDBECOLIPMC03847	glmUp2	3915326	RDBECOLITMC00355	sigma70	RDBECOLITFC00027,RDBECOLITFC00027	NagC,NagC	b3729;b3730	3915200	3911839	3911810-3911830	Ecocyc:TU00488 
RDBECOLITUC03507	aspV	RDBECOLIOPC02257	aspV	RDBECOLIGNC02463	aspV	RDBECOLIPMC03848	aspVp	236913	RDBECOLITMC00172	sigma70	RDBECOLITFC00053	Fis	b0216	236931	237007	237031-237067	Ecocyc:TU00489 
RDBECOLITUC03508	thrW	RDBECOLIOPC01137	thrW	RDBECOLIGNC02541	thrW	RDBECOLIPMC03849	thrWp	262841		sigma70	RDBECOLITFC00053	Fis	b0244	262871	262946		Ecocyc:TU00490 
RDBECOLITUC03509	argU	RDBECOLIOPC00282	argU	RDBECOLIGNC02452	argU	RDBECOLIPMC03850	argUp	564703		sigma70	RDBECOLITFC00053	Fis	b0536	564723	564799		Ecocyc:TU00491 
RDBECOLITUC03510	lysT-valT-lysW	RDBECOLIOPC01862	lysT-valT-lysW	RDBECOLIGNC02492,RDBECOLIGNC02546,RDBECOLIGNC02494	lysT;valT;lysW	RDBECOLIPMC03851	lysTp	780514		sigma70	RDBECOLITFC00053	Fis	b0743;b0744;b0745	780554	780918		Ecocyc:TU00492 
RDBECOLITUC03511	valVW	RDBECOLIOPC00883	valVW	RDBECOLIGNC02548,RDBECOLIGNC02549	valV;valW	RDBECOLIPMC03852	valVp	1746415		sigma70			b1665;b1666	1746435	1746592		Ecocyc:TU00493 
RDBECOLITUC03512	proL	RDBECOLIOPC00017	proL	RDBECOLIGNC02504	proL	RDBECOLIPMC03856	proLp	2286207	RDBECOLITMC00190	sigma70	RDBECOLITFC00053	Fis	b2189	2286211	2286287	2286295-2286331	Ecocyc:TU00494 
RDBECOLITUC03513	valUXY-lysV	RDBECOLIOPC01503	valUXY-lysV	RDBECOLIGNC02547,RDBECOLIGNC02550,RDBECOLIGNC02551,RDBECOLIGNC02493	valU;valX;valY;lysV	RDBECOLIPMC03858	valUp	2520924	RDBECOLITMC00182	sigma70	RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053	Fis,Fis,Fis	b2401;b2402;b2403;b2404	2520931	2521328	2521485-2521519	Ecocyc:TU00495 
RDBECOLITUC03514	metZWV	RDBECOLIOPC00587	metZWV	RDBECOLIGNC02499,RDBECOLIGNC02554,RDBECOLIGNC02497	metZ;metW;metV	RDBECOLIPMC03859	metZp	2947382	RDBECOLITMC00110,RDBECOLITMC00111	sigma70			b2814;b2815;b2816	2947387	2947683	2947691-2947717;2947736-2947756	Ecocyc:TU00496 
RDBECOLITUC03515	asnT	RDBECOLIOPC02179	asnT	RDBECOLIGNC02458	asnT	RDBECOLIPMC03853	asnTp	2044541	RDBECOLITMC00188	sigma70			b1977	2044549	2044624	2044704-2044750	Ecocyc:TU00497 
RDBECOLITUC03516	asnU	RDBECOLIOPC01183	asnU	RDBECOLIGNC02459	asnU	RDBECOLIPMC03854	asnUp	2059845	RDBECOLITMC00197	sigma70			b1986	2059851	2059926	2059930-2059966	Ecocyc:TU00498 
RDBECOLITUC03517	asnV	RDBECOLIOPC00319	asnV	RDBECOLIGNC02460	asnV	RDBECOLIPMC03855	asnVp	2062252		sigma70			b1989	2062260	2062335		Ecocyc:TU00499 
RDBECOLITUC03518	argW	RDBECOLIOPC01801	argW	RDBECOLIGNC02454	argW	RDBECOLIPMC03857	argWp	2466308		sigma70	RDBECOLITFC00053	Fis	b2348	2466309	2466383		Ecocyc:TU00500 
RDBECOLITUC03519	pheV	RDBECOLIOPC00826	pheV	RDBECOLIGNC02502	pheV	RDBECOLIPMC03860	pheVp	3110365	RDBECOLITMC00173	sigma70	RDBECOLITFC00053	Fis	b2967	3110366	3110441	3110445-3110477	Ecocyc:TU00501 
RDBECOLITUC03520	ileX	RDBECOLIOPC00050	ileX	RDBECOLIGNC02483	ileX	RDBECOLIPMC03861	ileXp	3215597	RDBECOLITMC00192	sigma70			b3069	3215598	3215673	3215675-3215716	Ecocyc:TU00502 
RDBECOLITUC03521	argX-hisR-leuT-proM	RDBECOLIOPC01444	argX-hisR-leuT-proM	RDBECOLIGNC02455,RDBECOLIGNC02479,RDBECOLIGNC02486,RDBECOLIGNC02505	argX;hisR;leuT;proM	RDBECOLIPMC03862	argXp	3982364	RDBECOLITMC00163	sigma70	RDBECOLITFC00039,RDBECOLITFC00039,RDBECOLITFC00053	DksA,DksA,Fis	b3796;b3797;b3798;b3799	3982375	3982811	3982813-3982841	Ecocyc:TU00503 
RDBECOLITUC03522	thrU-tyrU-glyT-thrT-tufB	RDBECOLIOPC00539	thrU-tyrU-glyT-thrT-tufB	RDBECOLIGNC01025,RDBECOLIGNC02539,RDBECOLIGNC02544,RDBECOLIGNC02473,RDBECOLIGNC02538	tufB;thrU;tyrU;glyT;thrT	RDBECOLIPMC03863	thrUp	4175381	RDBECOLITMC00160	sigma70	RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053	Fis,Fis,Fis	b3980;b3976;b3977;b3978;b3979	4175388	4177128	4177158-4177185	Ecocyc:TU00504 
RDBECOLITUC03523	glyVXY	RDBECOLIOPC02237	glyVXY	RDBECOLIGNC02475,RDBECOLIGNC02477,RDBECOLIGNC02478	glyV;glyX;glyY	RDBECOLIPMC03864	glyVp	4392313		sigma70			b4163;b4164;b4165	4392360	4392658		Ecocyc:TU00505 
RDBECOLITUC03524	leuX	RDBECOLIOPC01124	leuX	RDBECOLIGNC02490	leuX	RDBECOLIPMC03865	leuXp	4496386	RDBECOLITMC00196	sigma70	RDBECOLITFC00053	Fis	b4270	4496405	4496489	4496494-4496529	Ecocyc:TU00506 
RDBECOLITUC03525	metT-leuW-glnUW-metU-glnVX	RDBECOLIOPC02927	metT-leuW-glnUW-metU-glnVX	RDBECOLIGNC02468,RDBECOLIGNC02466,RDBECOLIGNC02496,RDBECOLIGNC02467,RDBECOLIGNC02465,RDBECOLIGNC02489,RDBECOLIGNC02495	glnX;glnV;metU;glnW;glnU;leuW;metT	RDBECOLIPMC03866	metTp	697163	RDBECOLITMC00157	sigma70	RDBECOLITFC00053	Fis	b0664;b0665;b0666;b0668;b0670;b0672;b0673	697133	696430	696392-696429	Ecocyc:TU00507 
RDBECOLITUC03526	serW	RDBECOLIOPC03572	infA-serW	RDBECOLIGNC02533	serW	RDBECOLIPMC03867	serWp2	926006	RDBECOLITMC00161	sigma70			b0883	925971	925884	925843-925871	Ecocyc:TU00508 
RDBECOLITUC03527	serT	RDBECOLIOPC00868	serT	RDBECOLIGNC02530	serT	RDBECOLIPMC03868	serTp	1031719	RDBECOLITMC00159,RDBECOLITMC00158	sigma70	RDBECOLITFC00053	Fis	b0971	1031712	1031625	1031551-1031574;1031590-1031617	Ecocyc:TU00509 
RDBECOLITUC03528	serX	RDBECOLIOPC00002	serX	RDBECOLIGNC02534	serX	RDBECOLIPMC03869	serXp	1097676	RDBECOLITMC00184,RDBECOLITMC00185,RDBECOLITMC00186,RDBECOLITMC00183	sigma70	RDBECOLITFC00053	Fis	b1032	1097652	1097565	1097341-1097380;1097160-1097199;1096979-1097018;1097522-1097561	Ecocyc:TU00510 
